"Familia.APGIV","Familia","NombreActual","Authors","NombreMemoria","CODIGO","CodigoPBDY_18","FormaPBDY_2018","Forma_2015","NumRec_2018","MinYear_2018","MaxYear_2018","UserNotes2018","gbif_accepted_scientific_name","gbif_accepted_taxon_id","taxon_code"
"Malpighiaceae","Malpighiaceae","Banisteriopsis sp. B","","Banisteriopsis sp. B","BANI_B","","","CW",111,2000,2018,"Adult voucher awaiting ID.","Banisteriopsis",7618041,"BANI_B-Banisteriopsis sp. B"
"Malpighiaceae","Malpighiaceae","Banisteriopsis sp. J","","Banisteriopsis sp. J","BANI_J","","","CW",13,2011,2016,"","Banisteriopsis",7618041,"BANI_J-Banisteriopsis sp. J"
"Malpighiaceae","Malpighiaceae","Bunchosia 'myrt'","","Bunchosia 'myrt'","BUNCMY","BUNCMY","S","SL",6,2004,2010,"","Bunchosia",7404976,"BUNCMY-Bunchosia 'myrt'"
"Malpighiaceae","Malpighiaceae","Byrsonima 'juanito'","","Byrsonima 'juanito'","BYRSJU","BYRSJU","T","TC",1,2016,2016,"","Byrsonima",3191347,"BYRSJU-Byrsonima 'juanito'"
"Malpighiaceae","Malpighiaceae","Byrsonima putumayensis","Cuatrec.","Byrsonima 'dorada'","BYRSDO","BYRSPU","T","TC",342,2000,2018,"","Byrsonima putumayensis",3984820,"BYRSDO-BYRSPU-Byrsonima 'dorada'"
"Malpighiaceae","Malpighiaceae","Dicella julianii","(J.F. Macbr.) W.R. Anderson","Dicella julianii","DICEJU","","","CW",1189,2000,2018,"","Dicella julianii",5634579,"DICEJU-Dicella julianii"
"Malpighiaceae","Malpighiaceae","Diplopterys erianthera","(A. Juss.) W.R. Anderson & C. Davis","Banisteriopsis erianthera","BANIER","","","CW",201,2000,2018,"","Diplopterys erianthera",3983714,"BANIER-Banisteriopsis erianthera"
"Malpighiaceae","Malpighiaceae","Ectopopterys soejartoi","W.R. Anderson","Ectopopterys soejartoi","ECTOSO","","","CW",172,2000,2018,"","Ectopopterys soejartoi",3986363,"ECTOSO-Ectopopterys soejartoi"
"Malpighiaceae","Malpighiaceae","Heteropterys aureosericea","Cuatrec.","Heteropterys aureosericea","HET1AU","","","CW",62,2000,2011,"","Heteropterys aureosericea",7655793,"HET1AU-Heteropterys aureosericea"
"Malpighiaceae","Malpighiaceae","Hiraea sp. F","","Hiraea sp. F","HIRA_F","","","CW",552,2000,2018,"","Hiraea",3191288,"HIRA_F-Hiraea sp. F"
"Malpighiaceae","Malpighiaceae","Jubelina uleana","(Nied.) Cuatrec.","Jubelina uleana","JUBEUL","","","CW",123,2000,2017,"","Jubelina uleana",3982973,"JUBEUL-Jubelina uleana"
"Malpighiaceae","Malpighiaceae","Mascagnia cf. ovatifolia","(Kunth) Griseb.","Mascagnia sp. D","MASC_D","","","CW",27,2002,2016,"Adult voucher awaiting ID confirmation.","Mascagnia ovatifolia",7285093,"MASC_D-Mascagnia sp. D"
"Malpighiaceae","Malpighiaceae","Mascagnia sp. A","","Mascagnia sp. A","MASC_A","","","CW",369,2001,2018,"","Mascagnia",7284941,"MASC_A-Mascagnia sp. A"
"Malpighiaceae","Malpighiaceae","Mascagnia sp. B","","Mascagnia sp. B","MASC_B","","","CW",9,2016,2016,"Possibly equal MASC_A.","Mascagnia",7284941,"MASC_B-Mascagnia sp. B"
"Malpighiaceae","Malpighiaceae","Stigmaphyllon 'pseudo-adenodon'","","Stigmaphyllon adenodon","STIGAD","","","CW",26,2000,2017,"Samaras not equal those of Stigmaphyllon adenodon A. Juss.","Stigmaphyllon",3191310,"STIGAD-Stigmaphyllon adenodon"
"Malpighiaceae","Malpighiaceae","Tetrapterys sp. A","","Tetrapterys sp. A","TET3_A","","","CW",467,2000,2016,"","Tetrapterys",3191303,"TET3_A-Tetrapterys sp. A"
"Malpighiaceae","Malpighiaceae","Tetrapterys sp. B","","Tetrapterys sp. B","TET3_B","","","CW",248,2000,2018,"","Tetrapterys",3191303,"TET3_B-Tetrapterys sp. B"
"Malpighiaceae","Malpighiaceae","Tetrapterys sp. D","","Tetrapterys sp. D","TET3_D","","","CW",59,2001,2015,"Adult voucher awaiting ID","Tetrapterys",3191303,"TET3_D-Tetrapterys sp. D"
"Malpighiaceae","Malpighiaceae","Tetrapterys sp. I","","Tetrapterys sp. I","TET3_I","","","CW",276,2002,2017,"Adult voucher awaiting ID.","Tetrapterys",3191303,"TET3_I-Tetrapterys sp. I"
"Malvaceae","Tiliaceae","Apeiba menbranacea","Spruce ex Benth.","Apeiba menbranacea","APEIME","APEIME","T","TC",1954,2000,2018,"","Apeiba membranacea",4260481,"APEIME-Apeiba menbranacea"
"Malvaceae","Tiliaceae","Apeiba tibourbou","Aubl.","Apeiba tibourbou","APEITI","APEITI","T","TC",462,2000,2018,"","Apeiba tibourbou",3152052,"APEITI-Apeiba tibourbou"
"Malvaceae","Bombacaceae","Bombacaceae sp. A","","Bombacaceae sp. A","BOM_A","","","T?",1,2000,2000,"Probably  equal OCHRPY.",NA,6685,"BOM_A-Bombacaceae sp. A"
"Malvaceae","Sterculiaceae","Byttneria asterotricha","Mildbr.","Byttneria sp. B","BYTT_B","","","CW",234,2000,2018,"","Byttneria asterotricha",3670201,"BYTT_B-Byttneria sp. B"
"Malvaceae","Sterculiaceae","Byttneria catalpifolia","Jacq.","Byttneria sp. A","BYTT_A","","","CW",37,2003,2009,"","Byttneria catalpifolia",7441533,"BYTT_A-Byttneria sp. A"
"Malvaceae","Bombacaceae","Ceiba pentandra","L. Gaertn.","Ceiba pentandra","CEIBPE","CEIBPE","E","TE",341,2001,2018,"","Ceiba pentandra",5406697,"CEIBPE-Ceiba pentandra"
"Malvaceae","Bombacaceae","Ceiba samauma","(Mart.) K. Schum.","Ceiba samauma","CEIBSA","CEIBSA","T","TC",412,2000,2018,"","Ceiba samauma",7981929,"CEIBSA-Ceiba samauma"
"Malvaceae","Bombacaceae","Eriotheca globosa","(Aubl.) A. Robyns","Eriotheca globosa","ERIOGL","ERIOGL","T","TC",419,2000,2017,"","Eriotheca globosa",4073732,"ERIOGL-Eriotheca globosa"
"Malvaceae","Sterculiaceae","Herrania cuatrecasasiana","García-Barr.","Herrania cuatrecasana","HERRCU","HERRCU","U","TU",1,2005,2005,"","Herrania cuatrecasasiana",8611392,"HERRCU-Herrania cuatrecasana"
"Malvaceae","Sterculiaceae","Herrania nitida","(Poepp.) R.E. Schult.","Herrania 'asperoide'","HERRAS","HERRNI","S","SL",1,2006,2006,"","Herrania nitida",7322898,"HERRAS-HERRNI-Herrania 'asperoide'"
"Malvaceae","Bombacaceae","Matisia bracteolosa","Ducke (s. l.)","Matisia bracteolosa","MATIBR","MATIBR","M","TM",2089,2000,2018,"","Matisia bracteolosa",4073984,"MATIBR-Matisia bracteolosa"
"Malvaceae","Bombacaceae","Matisia cordata","Bonpl.","Matisia cordata","MATICO","MATICO","T","TC",4,2002,2012,"","Matisia cordata",4073924,"MATICO-Matisia cordata"
"Malvaceae","Bombacaceae","Matisia huallagensis","Cuatrec.","Matisia longiflora","MATILO","MATILO","M","TM",174,2000,2018,"A new identification as Matisia huallagensis in plot lists of 2014-2018.  This was Matisia longiflora Gleason in lists of 2001-2010.","Matisia huallagensis",4073800,"MATILO-Matisia longiflora"
"Malvaceae","Bombacaceae","Matisia malacocalyx","(Robyns & Nilsson) Alverson  (s. l.)","Matisia malacocalyx","MATIMA","MATIMA","M","TM",1606,2000,2018,"","Matisia malacocalyx",4073678,"MATIMA-Matisia malacocalyx"
"Malvaceae","Bombacaceae","Matisia obliquifolia","Standl.","Matisia obliquifolia","MATIO1","MATIOQ","M","TM",46,2000,2016,"","Matisia obliquifolia",4073657,"MATIO1-MATIOQ-Matisia obliquifolia"
"Malvaceae","Bombacaceae","Matisia oblongifolia","Poepp.  & Endl.","Matisia oblongifolia","MATIO2","MATIOB","U","TU",56,2000,2016,"","Matisia oblongifolia",4073648,"MATIO2-MATIOB-Matisia oblongifolia"
"Malvaceae","Tiliaceae","Mollia gracilis","Spruce ex Benth.","Mollia gracilis","MOL1GR","MOLIGR","T","TC",205,2000,2017,"","Mollia gracilis",5705981,"MOL1GR-MOLIGR-Mollia gracilis"
"Malvaceae","Bombacaceae","Ochroma pyramidale","(Cav. ex Lam.) Urb.","Ochroma pyramidale","OCHRPY","OCHRPY","M","TM",80,2000,2017,"","Ochroma pyramidale",3152240,"OCHRPY-Ochroma pyramidale"
"Malvaceae","Bombacaceae","Pachira insignis","(Sw.) Sw. ex Savigny","Pachira insignis","PACHIN","PACHIN","T","TC",18,2003,2017,"","Pachira insignis",3152236,"PACHIN-Pachira insignis"
"Malvaceae","Bombacaceae","Pachira punga-schunkei","Fern. Alonso","Pachira aquatica","PACHAQ","PACHPU","M","TM",9,2010,2017,"","Pachira punga-schunkei",4073636,"PACHAQ-PACHPU-Pachira aquatica"
"Malvaceae","Bombacaeae","Patinoa paraensis","(Huber) Cuatrec.","Patinoa paraensis","PATIPA","PATIPA","M","TM",1,2017,2017,"","Patinoa paraensis",4073396,"PATIPA-Patinoa paraensis"
"Malvaceae","Bombacaceae","Quararibea 'sesiblanca'","","Quararibea 'sesiblanca'","QUARSE","QUARSE","","TC",45,2001,2017,"Quararibea 'sesiblanca' in plot lists 2018 & 2014. Was Quararibea cf bilobata A. Robyns in plot list 2009.","Quararibea",3152231,"QUARSE-Quararibea 'sesiblanca'"
"Malvaceae","Sterculiaceae","Sterculia apeibophylla","Ducke","Sterculia apeibophylla","STERA1","STERAP","T","TC",43,2000,2017,"","Sterculia apeibophylla",7745281,"STERA1-STERAP-Sterculia apeibophylla"
"Malvaceae","Sterculiaceae","Sterculia apetala","(Jacq.) H. Karst.","Sterculia apetala","STERA2","STERAT","T","TC",1,2016,2016,"","Sterculia apetala",5406679,"STERA2-STERAT-Sterculia apetala"
"Malvaceae","Sterculiaceae","Sterculia colombiana","Sprague","Sterculia colombiana","STERCO","STERCO","T","TC",92,2000,2017,"","Sterculia colombiana",8250451,"STERCO-Sterculia colombiana"
"Malvaceae","Sterculiaceae","Sterculia frondosa","Rich.","Sterculia frondosa","STERFR","STERFR","T","TC",872,2000,2018,"","Sterculia frondosa",8394990,"STERFR-Sterculia frondosa"
"Malvaceae","Sterculiaceae","Theobroma speciosum","Willd. Ex Spreng.","Theobroma speciosum","THEOSP","THEOSP","M","TM",214,2000,2017,"","Theobroma speciosum",7657303,"THEOSP-Theobroma speciosum"
"Malvaceae","Sterculiaceae","Theobroma subincanum","Mart.","Theobroma subincanum","THEOSU","THEOSU","M","TM",83,2000,2017,"","Theobroma subincanum",4939555,"THEOSU-Theobroma subincanum"
"Marantaceae","Marantaceae","Ischnosiphon 'medio'","","Stromanthe sp. A","STRO_A","","","XT",1,2015,2015,"","Ischnosiphon",2761017,"STRO_A-Stromanthe sp. A"
"Marcgraviaceae","Marcgraviaceae","Marcgravia sp. A","","Marcgravia sp. A","MARC_A","","","HL",361,2000,2018,"Possibly includes more than one species.","Marcgravia",3189414,"MARC_A-Marcgravia sp. A"
"Marcgraviaceae","Marcgraviaceae","Marcgravia sp. F","","Marcgravia sp. F","MARC_F","","","HL",5,2001,2015,"Adult voucher awaiting ID.","Marcgravia",3189414,"MARC_F-Marcgravia sp. F"
"Marcgraviaceae","Marcgraviaceae","Marcgraviaceae sp. H","","Marcgraviaceae sp. H","MARC_H","","","HL",368,2000,2018,"","Marcgraviaceae",6643,"MARC_H-Marcgraviaceae sp. H"
"Marcgraviaceae","Marcgraviaceae","Marcgraviaceae sp. M","","Marcgravia sp. M","MARC_M","","","HL",4,2002,2008,"","Marcgraviaceae",6643,"MARC_M-Marcgravia sp. M"
"Marcgraviaceae","Marcgraviaceae","Norantea guianensis","Aubl.","Norantea guianensis","NORAGU","","","HL",426,2001,2018,"","Norantea guianensis",7275886,"NORAGU-Norantea guianensis"
"Marcgraviaceae","Marcgraviaceae","Souroubea sp. A","","Souroubea sp. A","SOU1_A","","","HL",46,2015,2017,"Adult voucher awaiting ID.","Souroubea",7275871,"SOU1_A-Souroubea sp. A"
"Melastomataceae","Melastomataceae","Adelobotrys scandens","(Aubl.) DC.","Adelobotrys scandens","ADELSC","","","C?",3,2017,2017,"First recognized in 2017. Adult voucher awaiting ID confirmation.  Parts except petals pubescent.","Adelobotrys scandens",3860497,"ADELSC-Adelobotrys scandens"
"Melastomataceae","Melastomataceae","Adelobotrys sp. B","","Adelobotrys sp. B","ADEL_B","","","CW",909,2000,2018,"Adult voucher awaiting identification.  Parts glabrous.  Might include some ADELSC around traps 159-160 prior to 2017.","Adelobotrys",3860441,"ADEL_B-Adelobotrys sp. B"
"Melastomataceae","Melastomataceae","Bellucia pentamera","Naudin","Bellucia pentamera","BELLPE","BELLPE","M","TM",8,2004,2008,"","Bellucia pentamera",3866517,"BELLPE-Bellucia pentamera"
"Melastomataceae","Melastomataceae","Blakea rosea","(Ruiz & Pav.) D. Don","Blakea sp. B","BLAK_B","BLAKRO","H","HL",46,2001,2017,"","Blakea rosea",5600155,"BLAK_B-BLAKRO-Blakea sp. B"
"Melastomataceae","Melastomataceae","Blakea sp. A","","Blakea sp. A","BLAK_A","","","HL",1,2001,2001,"","Blakea",3231475,"BLAK_A-Blakea sp. A"
"Melastomataceae","Melastomataceae","Blakea sp. C","","Blakea sp. C","BLAK_C","","","HL",7,2002,2012,"","Blakea",3231475,"BLAK_C-Blakea sp. C"
"Melastomataceae","Melastomataceae","Clidemia dimorphica","J.F. Macbr.","Clidemia dimorphica","CLIDDI","CLIDDI","S","SL",194,2005,2016,"","Miconia dimorphica",10773334,"CLIDDI-Clidemia dimorphica"
"Melastomataceae","Melastomataceae","Clidemia sp. A","","Clidemia sp. A","CLID_A","","","CW",12,2002,2006,"Scant voucher awaiting ID.",NA,3188558,"CLID_A-Clidemia sp. A"
"Melastomataceae","Melastomataceae","Henriettella 'aspera'","","Miconia 'henrietella'","MICOHE","HENRAS","T","TC",536,2000,2016,"Henriettella 'aspera' (or Henriettea) in plot lists 2004-2018. Miconia 'henrietlla' was trap temp-name. Mostly in trap 158.",NA,3188527,"MICOHE-HENRAS-Miconia 'henrietella'"
"Melastomataceae","Melastomataceae","Miconia bubalina","Ule","Miconia bubalina","MICOBU","MICOBU","S","SL",60,2006,2018,"","Miconia bubalina",8776463,"MICOBU-Miconia bubalina"
"Melastomataceae","Melastomataceae","Miconia decurrens","Cogn.","Miconia decurrens","MICOD2","MICODE","M","TM",31,2000,2002,"","Miconia decurrens",3868105,"MICOD2-MICODE-Miconia decurrens"
"Melastomataceae","Melastomataceae","Miconia elata","(Sw.) DC.","Miconia elata","MICOE1","MICOEL","M","TM",123,2000,2011,"","Miconia elata",3866980,"MICOE1-MICOEL-Miconia elata"
"Melastomataceae","Melastomataceae","Miconia 'elatita'","","Miconia 'elatita'","MICOE2","MICOET","S","SL",46,2000,2011,"","Miconia",3188558,"MICOE2-MICOET-Miconia 'elatita'"
"Melastomataceae","Melastomataceae","Miconia fosteri","Wurdack","Miconia fosteri","MICOFO","MICOFO","S","SL",1,2012,2012,"","Miconia fosteri",3865941,"MICOFO-Miconia fosteri"
"Melastomataceae","Melastomataceae","Miconia 'grancordata'","","Miconia 'grancordata'","MICOG1","MICOGC","S","SL",39,2000,2016,"","Miconia",3188558,"MICOG1-MICOGC-Miconia 'grancordata'"
"Melastomataceae","Melastomataceae","Miconia grandifolia","D. Don","Miconia grandifolia","MICOG2","MICOGR","U","TU",98,2000,2010,"","Miconia grandifolia",8345499,"MICOG2-MICOGR-Miconia grandifolia"
"Melastomataceae","Melastomataceae","Miconia lamprophylla","Triana","Miconia lamprophylla","MICOLA","MICOLA","S","SL",8,2011,2011,"","Miconia lamprophylla",3862893,"MICOLA-Miconia lamprophylla"
"Melastomataceae","Melastomataceae","Miconia multispicata","Naudin","Miconia multispicata","MICOMU","MICOMU","M","TM",211,2000,2017,"","Miconia multispicata",3860116,"MICOMU-Miconia multispicata"
"Melastomataceae","Melastomataceae","Miconia napoana","Wurdack","Miconia napoana","MICON1","MICONA","M","TM",70,2005,2017,"","Miconia napoana",3859967,"MICON1-MICONA-Miconia napoana"
"Melastomataceae","Melastomataceae","Miconia 'nerviblanco'","","Miconia 'nerviblanco'","MICON2","MICONE","M","TM",71,2008,2016,"","Miconia",3188558,"MICON2-MICONE-Miconia 'nerviblanco'"
"Melastomataceae","Melastomataceae","Miconia nervosa","(Sm.) Triana","Miconia nervosa","MICON3","MICONV","S","SL",63,2003,2017,"","Miconia nervosa",3859839,"MICON3-MICONV-Miconia nervosa"
"Melastomataceae","Melastomataceae","Miconia 'peqdorada'","","Miconia 'peqdorada'","MICOP1","MICOPE","U","TU",229,2000,2016,"","Miconia",3188558,"MICOP1-MICOPE-Miconia 'peqdorada'"
"Melastomataceae","Melastomataceae","Miconia pilgeriana","Ule","Miconia pilgeriana","MICOP7","MICOPI","M","TM",60,2000,2009,"","Miconia dolichorrhyncha",3867377,"MICOP7-MICOPI-Miconia pilgeriana"
"Melastomataceae","Melastomataceae","Miconia poeppigii","Triana","Miconia poeppigii","MICOP2","MICOPO","M","TM",8,2013,2016,"","Miconia poeppigii",3871048,"MICOP2-MICOPO-Miconia poeppigii"
"Melastomataceae","Melastomataceae","Miconia pterocaulon","Triana","Miconia pterocaulon","MICOP4","MICOPT","U","TU",40,2005,2010,"","Miconia pterocaulon",3870290,"MICOP4-MICOPT-Miconia pterocaulon"
"Melastomataceae","Melastomataceae","Miconia 'purpono'","","Miconia 'purpono'","MICOP6","MICOPU","U","TU",3,2000,2001,"","Miconia",3188558,"MICOP6-MICOPU-Miconia 'purpono'"
"Melastomataceae","Melastomataceae","Miconia schunkei","Wurdack","Miconia schunkei","MICOSC","MICOSC","S","SL",2,2017,2017,"","Miconia schunkei",3867489,"MICOSC-Miconia schunkei"
"Melastomataceae","Melastomataceae","Miconia 'tipica'","","Miconia 'tipica'","MICOT2","MICOTI","U","TU",121,2000,2016,"","Miconia",3188558,"MICOT2-MICOTI-Miconia 'tipica'"
"Melastomataceae","Melastomataceae","Monolena cf. primuliflora","Hook. f.","Monolena sp. J","MONO_J","","","XT",7,2002,2017,"","Monolena primuliflora",3863124,"MONO_J-Monolena sp. J"
"Melastomataceae","Melastomataceae","Mouriri acutiflora","Naudin","Mouriri 'opaquita'","MOUROP","MOURAC","T","TC",595,2000,2018,"","Mouriri acutiflora",3871067,"MOUROP-MOURAC-Mouriri 'opaquita'"
"Melastomataceae","Melastomataceae","Mouriri 'grancoala'","","Mouriri 'grancoala'","MOURG1","MOURGC","S","SL",10,2000,2011,"","Mouriri",3188623,"MOURG1-MOURGC-Mouriri 'grancoala'"
"Melastomataceae","Melastomataceae","Mouriri grandiflora","DC.","Mouriri grandiflora","MOURG2","MOURGR","M","TM",376,2000,2017,"","Mouriri grandiflora",3870549,"MOURG2-MOURGR-Mouriri grandiflora"
"Melastomataceae","Melastomataceae","Mouriri 'intermedia'","","Mouriri 'intermedia'","MOURIN","MOURIN","T","TC",124,2003,2017,"","Mouriri",3188623,"MOURIN-Mouriri 'intermedia'"
"Melastomataceae","Melastomataceae","Mouriri myrtilloides","(Sw.) Poir.","Mouriri myrtilloides","MOURMY","MOURMY","T","TM",210,2000,2017,"","Mouriri myrtilloides",3870233,"MOURMY-Mouriri myrtilloides"
"Melastomataceae","Melastomataceae","Ossaea boliviensis","(Cogn.) Gleason","Ossaea boliviensis","OSSABO","OSSABO","S","SL",70,2002,2016,"","Miconia violascens",10759109,"OSSABO-Ossaea boliviensis"
"Melastomataceae","Melastomataceae","Tessmannianthus heterostemon","Markgr.","Tessmannianthus heterostemon","TESSHE","TESSHE","E","TE",213,2000,2012,"","Tessmannianthus heterostemon",3866056,"TESSHE-Tessmannianthus heterostemon"
"Melastomataceae","Melastomataceae","Tococa caquetana","Sprague","Tococa caquetana","TOCOCA","","","SS",2,2011,2016,"","Miconia caquetana",10880797,"TOCOCA-Tococa caquetana"
"Meliaceae","Meliaceae","Cabralea canjerana","(Vell.) Mart.","Cabralea canjerana","CABRCA","CABRCA","T","TC",417,2000,2017,"","Cabralea canjerana",7271502,"CABRCA-Cabralea canjerana"
"Meliaceae","Meliaceae","Cedrela odorata","L.  ","Cedrela fissilis","CED1FI","CEDAOD","E","TE",2475,2000,2018,"","Cedrela odorata",3190511,"CED1FI-CEDAOD-Cedrela fissilis"
"Meliaceae","Meliaceae","Guarea carinata","Ducke","Guarea 'fuzzydelgada'","GUARFU","GUARCA","T","TC",191,2000,2016,"","Guarea carinata",3849565,"GUARFU-GUARCA-Guarea 'fuzzydelgada'"
"Meliaceae","Meliaceae","Guarea ecuadoriensis","W. Palacios","Guarea ecuadoriensis","GUAREC","GUAREC","M","TM",25,2000,2017,"","Guarea ecuadoriensis",3852441,"GUAREC-Guarea ecuadoriensis"
"Meliaceae","Meliaceae","Guarea fistulosa","W. Palacios","Guarea fistulosa","GUARFI","GUARFI","U","TU",97,2000,2018,"","Guarea fistulosa",3852308,"GUARFI-Guarea fistulosa"
"Meliaceae","Meliaceae","Guarea 'gigakunth'","","Guarea 'gigakunth'","GUARG1","GUARGI","T","TC",40,2000,2017,"","Guarea",3190499,"GUARG1-GUARGI-Guarea 'gigakunth'"
"Meliaceae","Meliaceae","Guarea gomma","Pulle","Guarea gomma","GUARG3","GUARGO","T","TC",293,2000,2018,"","Guarea gomma",3852128,"GUARG3-GUARGO-Guarea gomma"
"Meliaceae","Meliaceae","Guarea grandifolia","DC.","Guarea grandifolia","GUARG4","GUARGR","M","TM",45,2000,2017,"","Guarea guidonia",3190500,"GUARG4-GUARGR-Guarea grandifolia"
"Meliaceae","Meliaceae","Guarea guentheri","Harms","Guarea guentheri","GUARG5","GUARGU","M","TM",10,2004,2014,"","Guarea guentheri",3852025,"GUARG5-GUARGU-Guarea guentheri"
"Meliaceae","Meliaceae","Guarea kunthiana","A. Juss.","Guarea kunthiana","GUARKU","GUARKU","M","TM",248,2000,2017,"","Guarea kunthiana",3851727,"GUARKU-Guarea kunthiana"
"Meliaceae","Meliaceae","Guarea macrophylla subsp. pachycarpa","DC.","Guarea 'macrophylla#1'","GUARM1","GUARMA","M","TM",158,2000,2017,"Three 'varIeties' on plot treated as one taxon Guarea macrophylla Vahl (GUARMA) in all plot lists.  Variety 1 identified as  subsp. pachycarpa in plot list 2009-2010.","Guarea macrophylla pachycarpa",3851437,"GUARM1-GUARMA-Guarea 'macrophylla#1'"
"Meliaceae","Meliaceae","Guarea macrophylla var. '2'","","Guarea 'macrophylla#2'","GUARM2","GUARMA","M","TM",2,2001,2002,"Three 'varIeties' on plot treated as one taxon Guarea macrophylla Vahl (GUARMA) in all plot lists.   Variety 2 identified as  G. macrophylla var. 2 in plot list 2009-2010.","Guarea macrophylla",7271393,"GUARM2-GUARMA-Guarea 'macrophylla#2'"
"Meliaceae","Meliaceae","Guarea macrophylla var. '3'","","Guarea 'macrophylla#3'","GUARM3","GUARMA","M","TM",54,2000,2012,"Three 'varIeties' on plot treated as one taxon Guarea macrophylla Vahl (GUARMA) in all plot lists.   Variety 3 identified as var. 3 in plot list 2009-2010.","Guarea macrophylla",7271393,"GUARM3-GUARMA-Guarea 'macrophylla#3'"
"Meliaceae","Meliaceae","Guarea pterorhachis","Harms","Guarea pterorhachis","GUARPT","GUARPT","M","TM",152,2000,2017,"","Guarea pterorhachis",3850629,"GUARPT-Guarea pterorhachis"
"Meliaceae","Meliaceae","Guarea pubescens","(Rich.) A. Juss.","Guarea pubescens","GUARP1","GUARPB","M","TM",2,2004,2004,"","Guarea pubescens",7846271,"GUARP1-GUARPB-Guarea pubescens"
"Meliaceae","Meliaceae","Guarea purusana","C. DC.","Guarea purusana","GUARP2","GUARPU","T","TC",296,2000,2017,"","Guarea purusana",3850489,"GUARP2-GUARPU-Guarea purusana"
"Meliaceae","Meliaceae","Guarea silvatica","C. DC.","Guarea silvatica","GUARSI","GUARSI","M","TM",322,2000,2018,"","Guarea silvatica",3850192,"GUARSI-Guarea silvatica"
"Meliaceae","Meliaceae","Ruagea insignis","(C. DC.) T.D. Penn.","Ruagea insignis","RUAGIN","RUAGIN","M","TM",7,2013,2015,"","Ruagea insignis",3851374,"RUAGIN-Ruagea insignis"
"Meliaceae","Meliaceae","Trichilia adolfii","Harms","Trichilia adolfii","TRI2AD","TRICAD","T","TC",337,2000,2017,"","Trichilia adolfi",3852221,"TRI2AD-TRICAD-Trichilia adolfii"
"Meliaceae","Meliaceae","Trichilia 'cip'","","Trichilia 'cip'","TRI2CI","TRICCI","S","SL",5,2002,2015,"","Trichilia",3190490,"TRI2CI-TRICCI-Trichilia 'cip'"
"Meliaceae","Meliaceae","Trichilia 'densapunta'","","Trichilia 'densapunta'","TRI2DE","TRICDE","M","TM",40,2000,2017,"","Trichilia",3190490,"TRI2DE-TRICDE-Trichilia 'densapunta'"
"Meliaceae","Meliaceae","Trichilia elsae","Harms","Trichilia elsae","TRI2EL","TRICEL","S","SU",99,2000,2017,"","Trichilia elsae",3850939,"TRI2EL-TRICEL-Trichilia elsae"
"Meliaceae","Meliaceae","Trichilia laxipaniculata","Cuatrec.","Trichilia laxipaniculata","TRI2LA","TRICLA","M","TM",12,2007,2010,"","Trichilia laxipaniculata",3849845,"TRI2LA-TRICLA-Trichilia laxipaniculata"
"Meliaceae","Meliaceae","Trichilia maynasiana","C. DC.","Trichilia maynasiana","TRI2M1","TRICMA","T","TC",229,2004,2017,"","Trichilia maynasiana",3849551,"TRI2M1-TRICMA-Trichilia maynasiana"
"Meliaceae","Meliaceae","Trichilia micrantha","Benth.","Trichilia micrantha","TRI2M2","TRICMI","M","TM",7,2001,2008,"","Trichilia micrantha",3852930,"TRI2M2-TRICMI-Trichilia micrantha"
"Meliaceae","Meliaceae","Trichilia 'miniraquis' ","","Trichilia 'miniraquis'","TRI2M3","TRICMN","M","TM",294,2001,2017,"Trichilia 'miniraquis' in plot lists 2014-2018. Was Trichilia cf. pleeana (A. Juss.) C. DC. in 2010 plot list.","Trichilia",3190490,"TRI2M3-TRICMN-Trichilia 'miniraquis'"
"Meliaceae","Meliaceae","Trichilia obovata","W. Palacios","Trichilia obovata","TRI2OB","TRICOB","S","SL",4,2005,2007,"","Trichilia obovata",3852514,"TRI2OB-TRICOB-Trichilia obovata"
"Meliaceae","Meliaceae","Trichilia pallida","Sw.","Trichilia pallida","TRI2PA","TRICPA","U","TU",296,2000,2017,"","Trichilia pallida",3190491,"TRI2PA-TRICPA-Trichilia pallida"
"Meliaceae","Meliaceae","Trichilia poeppigii","C. DC.","Trichilia poeppigii","TRI2PO","TRICPO","U","SL",252,2001,2017,"","Trichilia poeppigii",7271459,"TRI2PO-TRICPO-Trichilia poeppigii"
"Meliaceae","Meliaceae","Trichilia quadrijuga","Kunth","Trichilia quadrijuga","TRI2QU","TRICQU","T","TC",61,2000,2014,"","Trichilia quadrijuga",7271413,"TRI2QU-TRICQU-Trichilia quadrijuga"
"Meliaceae","Meliaceae","Trichilia septentrionalis","C. DC.","Trichilia septentrionalis","TRI2SE","TRICSE","T","TC",971,2000,2018,"","Trichilia septentrionalis",3851153,"TRI2SE-TRICSE-Trichilia septentrionalis"
"Meliaceae","Meliaceae","Trichilia solitudinis","Harms","Trichilia solitudinis","TRI2SO","TRICSO","T","TC",15,2001,2016,"","Trichilia solitudinis",3850994,"TRI2SO-TRICSO-Trichilia solitudinis"
"Menispermaceae","Menispermaceae","Abuta grandifolia","(Mart.) Sandwith","Abuta grandifolia","ABUTGR","ABUTGR","S","SL",18,2002,2014,"","Abuta grandifolia",3830518,"ABUTGR-Abuta grandifolia"
"Menispermaceae","Menispermaceae","Abuta rufescens","Aubl.","Abuta rufescens","ABUTRU","","","CW",15,2009,2017,"","Abuta rufescens",3830210,"ABUTRU-Abuta rufescens"
