"Genus","SpeciesName","Mnemonic","Family","Authority","Idlevel","Species","gbif_accepted_scientific_name","gbif_accepted_taxon_id","taxon_code"
"Perebea","tessmannii","PERETE","Moraceae","Mildbr.","species","Perebea tessmannii","Perebea tessmannii",7262670,"PERETE-Perebea tessmannii"
"Perebea","xanthochyma","PEREXA","Moraceae","H. Karst.","species","Perebea xanthochyma","Perebea xanthochyma",3765422,"PEREXA-Perebea xanthochyma"
"Persea","areolatocostae","PERSAR","Lauraceae","(Allen) van der Werff","species","Persea areolatocostae","Persea areolatocostae",4176300,"PERSAR-Persea areolatocostae"
"Persea","pseudofascicula","PERSPS","Lauraceae","Kopp","species","Persea pseudofascicula","Persea pseudofasciculata",7304434,"PERSPS-Persea pseudofascicula"
"Phyllanthus","attenuatus","PHYLAT","Phyllanthaceae","Miq.","species","Phyllanthus attenuatus","Phyllanthus attenuatus",5382615,"PHYLAT-Phyllanthus attenuatus"
"Phytelephas","tenuicaulis","PHYTTE","Arecaceae","(Barfod) An. Hend.","species","Phytelephas tenuicaulis","Phytelephas tenuicaulis",2736286,"PHYTTE-Phytelephas tenuicaulis"
"Picramnia","juniniana","PICRJU","Picramniaceae","J.F. Macbr.","species","Picramnia juniniana","Picramnia juniniana",3708958,"PICRJU-Picramnia juniniana"
"Picramnia","magnifolia","PICRMA","Picramniaceae","J.F. Macbr.","species","Picramnia magnifolia","Picramnia magnifolia",3708842,"PICRMA-Picramnia magnifolia"
"Picramnia","sellowii","PICRSE","Picramniaceae","Planch.","species","Picramnia sellowii","Picramnia sellowii",7329631,"PICRSE-Picramnia sellowii"
"Piper","aequale","PIPEAE","Piperaceae","Vahl","species","Piper aequale","Piper aequale",3086344,"PIPEAE-Piper aequale"
"Piper","albert-smithii","PIPEAL","Piperaceae","Trel. & Yunck.","species","Piper albert-smithii","Piper mutisii",4191274,"PIPEAL-Piper albert-smithii"
"Piper","arboreum","PIPEAR","Piperaceae","Aubl.","species","Piper arboreum","Piper arboreum",7304860,"PIPEAR-Piper arboreum"
"Piper","augustum","PIPEAU","Piperaceae","Rudge","species","Piper augustum","Piper augustum",7305990,"PIPEAU-Piper augustum"
"Piper","bellidifolium","PIPEBF","Piperaceae","Yunck.","species","Piper bellidifolium","Piper bellidifolium",4189329,"PIPEBF-Piper bellidifolium"
"Piper","crassinervium","PIPECR","Piperaceae","Kunth","species","Piper crassinervium","Piper crassinervium",7305747,"PIPECR-Piper crassinervium"
"Piper","hispidum","PIPESC","Piperaceae","Sw.","species","Piper hispidum","Piper hispidum",3086355,"PIPESC-Piper hispidum"
"Piper","immutatum","PIPEIM","Piperaceae","Trel.","species","Piper immutatum","Piper immutatum",4185203,"PIPEIM-Piper immutatum"
"Piper","macrophyllum","PIPEMA","Piperaceae","Sw.","species","Piper macrophyllum Sw.","Piper arboreum",7304860,"PIPEMA-Piper macrophyllum"
"Piper","maranyonense","PIPEMY","Piperaceae","Trel.","species","Piper maranyonense","Piper maranyonense",4186753,"PIPEMY-Piper maranyonense"
"Piper","musteum","PIPEMU","Piperaceae","Trel.","species","Piper musteum","Piper musteum",4191310,"PIPEMU-Piper musteum"
"Piper","reticulatum","PIPERT","Piperaceae","L.","species","Piper reticulatum","Piper reticulatum",3086330,"PIPERT-Piper reticulatum"
"Piper","scutilimbum","PIPEST","Piperaceae","C. DC.","species","Piper scutilimbum","Piper scutilimbum",4190215,"PIPEST-Piper scutilimbum"
"Piptadenia","pteroclada","PIPTPT","Fabaceae","Benth.","species","Piptadenia pteroclada","Piptadenia pteroclada",2951808,"PIPTPT-Piptadenia pteroclada"
"Platymiscium","pinnatum","PLATPI","Fabaceae","(Jacq.) Dugand","species","Platymiscium pinnatum","Platymiscium pinnatum",2944742,"PLATPI-Platymiscium pinnatum"
"Platymiscium","stipulare","PLATST","Fabaceae","Benth.","species","Platymiscium stipulare","Platymiscium stipulare",2944751,"PLATST-Platymiscium stipulare"
"Pleurothyrium","bifidum","PLEUBI","Lauraceae","Nees","species","Pleurothyrium bifidum","Pleurothyrium bifidum",5685848,"PLEUBI-Pleurothyrium bifidum"
"Pleurothyrium","cinereum","PLEUCI","Lauraceae","van der Werff","species","Pleurothyrium cinereum","Pleurothyrium cinereum",5685828,"PLEUCI-Pleurothyrium cinereum"
"Pleurothyrium","cuneifolium","PLEUCU","Lauraceae","Nees","species","Pleurothyrium cuneifolium","Pleurothyrium cuneifolium",5685814,"PLEUCU-Pleurothyrium cuneifolium"
"Pleurothyrium","glabrifolium","PLEUGL","Lauraceae","van der Werff","species","Pleurothyrium glabrifolium","Pleurothyrium glabrifolium",5685796,"PLEUGL-Pleurothyrium glabrifolium"
"Pleurothyrium","insigne","PLEUIN","Lauraceae","van der Werff","species","Pleurothyrium insigne","Pleurothyrium insigne",5685759,"PLEUIN-Pleurothyrium insigne"
"Plinia","yasuniana","PLINCA","Myrtaceae","M.L. Kawas. & A.J. P rez","species","Plinia yasuniana","Plinia yasuniana",9325309,"PLINCA-Plinia yasuniana"
"Pollalesta","discolor","POLLDI","Asteraceae","(Kunth) Aristeg.","species","Pollalesta discolor","Piptocoma discolor",3122128,"POLLDI-Pollalesta discolor"
"Posoqueria","latifolia","POSOLA","Rubiaceae","(Rudge) Roem. & Schult.","species","Posoqueria latifolia","Posoqueria latifolia",2893899,"POSOLA-Posoqueria latifolia"
"Posoqueria","longiflora","POSOLO","Rubiaceae","Aubl.","species","Posoqueria longiflora","Posoqueria longiflora",2893927,"POSOLO-Posoqueria longiflora"
"Potalia","resinifera","POTARE","Loganiaceae","Mart.","species","Potalia resinifera","Potalia resinifera",4019684,"POTARE-Potalia resinifera"
"Poulsenia","armata","POULAR","Moraceae","(Miq.) Standl.","species","Poulsenia armata","Poulsenia armata",5570848,"POULAR-Poulsenia armata"
"Pourouma","bicolor","POURBI","Urticaceae","Mart.","species","Pourouma bicolor","Pourouma bicolor",7316430,"POURBI-Pourouma bicolor"
"Pourouma","guianensis","POURGU","Urticaceae","Aubl.","species","Pourouma guianensis","Pourouma guianensis",7316407,"POURGU-Pourouma guianensis"
"Pourouma","minor","POURMI","Urticaceae","Benoist","species","Pourouma minor","Pourouma minor",4013658,"POURMI-Pourouma minor"
"Pourouma","napoensis","POURNA","Urticaceae","C.C. Berg","species","Pourouma napoensis","Pourouma napoensis",4013604,"POURNA-Pourouma napoensis"
"Pourouma","tomentosa","POURTO","Urticaceae","Mart. ex Miq. in Mart.","species","Pourouma tomentosa","Pourouma tomentosa",7316411,"POURTO-Pourouma tomentosa"
"Pouteria","baehniana","POUTBA","Sapotaceae","Monach.","species","Pouteria baehniana","Pouteria baehniana",2884661,"POUTBA-Pouteria baehniana"
"Pouteria","bilocularis","POUTBI","Sapotaceae","(H. Winkl.) Baehni","species","Pouteria bilocularis","Pouteria bilocularis",2884964,"POUTBI-Pouteria bilocularis"
"Pouteria","caimito","POUTCA","Sapotaceae","(Ruiz & Pav.) Radlk.","species","Pouteria caimito","Pouteria caimito",2884788,"POUTCA-Pouteria caimito"
"Pouteria","calistophylla","POUTCL","Sapotaceae","(Standl.) Baehni","species","Pouteria calistophylla","Pouteria calistophylla",2884569,"POUTCL-Pouteria calistophylla"
"Pouteria","cuspidata","POUTRB","Sapotaceae","(A. DC.) Baehni","species","Pouteria cuspidata","Pouteria cuspidata",2884675,"POUTRB-Pouteria cuspidata"
"Pouteria","durlandii","POUTDU","Sapotaceae","(Standl.) Baehni","species","Pouteria durlandii","Pouteria durlandii",2884848,"POUTDU-Pouteria durlandii"
"Pouteria","glomerata","POUTGM","Sapotaceae","(Miq.) Radlk.","species","Pouteria glomerata","Pouteria glomerata",2884079,"POUTGM-Pouteria glomerata"
"Pouteria","gracilis","POUTGR","Sapotaceae","T.D. Penn.","species","Pouteria gracilis","Pouteria gracilis",2884662,"POUTGR-Pouteria gracilis"
"Pouteria","guianensis","POUTGU","Sapotaceae","Aubl.","species","Pouteria guianensis","Pouteria guianensis",7485884,"POUTGU-Pouteria guianensis"
"Pouteria","hispida","POUTAC","Sapotaceae","Eyma","species","Pouteria hispida","Pouteria guianensis",2884510,"POUTAC-Pouteria hispida"
"Pouteria","krukovii","POUTKR","Sapotaceae","(A.C. Sm.) Baehni","species","Pouteria krukovii","Pouteria krukovii",2884893,"POUTKR-Pouteria krukovii"
"Pouteria","multiflora","POUTMU","Sapotaceae","(A. DC.) Eyma","species","Pouteria multiflora","Pouteria multiflora",2884744,"POUTMU-Pouteria multiflora"
"Pouteria","nudipetala","POUTNU","Sapotaceae","T.D. Penn.","species","Pouteria nudipetala","Pouteria nudipetala",2884954,"POUTNU-Pouteria nudipetala"
"Pouteria","platyphylla","POUTPL","Sapotaceae","(A.C. Sm.) Baehni","species","Pouteria platyphylla","Pouteria platyphylla",2884374,"POUTPL-Pouteria platyphylla"
"Pouteria","procera","POUTPR","Sapotaceae","(Mart.) T.D. Penn.","species","Pouteria procera","Pouteria procera",2884909,"POUTPR-Pouteria procera"
"Pouteria","reticulata","POUTRE","Sapotaceae","(Engl.) Eyma","species","Pouteria reticulata","Pouteria reticulata",2884054,"POUTRE-Pouteria reticulata"
"Pouteria","rostrata","POUTRO","Sapotaceae","(Huber) Baehni","species","Pouteria rostrata","Pouteria rostrata",2884141,"POUTRO-Pouteria rostrata"
"Pouteria","torta","POUTTU","Sapotaceae","(Mart.) Radlk.","species","Pouteria torta","Pouteria torta",2884812,"POUTTU-Pouteria torta"
"Pouteria","trilocularis","POUTTR","Sapotaceae","Cronquist","species","Pouteria trilocularis","Pouteria trilocularis",2884359,"POUTTR-Pouteria trilocularis"
"Pouteria","vernicosa","POUTVE","Sapotaceae","T.D. Penn.","species","Pouteria vernicosa","Pouteria vernicosa",2884494,"POUTVE-Pouteria vernicosa"
"Pradosia","atroviolacea","PRADAT","Sapotaceae","Ducke","species","Pradosia atroviolacea","Pradosia grisebachii",2883828,"PRADAT-Pradosia atroviolacea"
"Preslianthus","detonsus","CAPPDE","Capparaceae","(Triana & Planch.) Iltis & Cornejo","species","Preslianthus detonsus","Preslianthus detonsus",7790974,"CAPPDE-Preslianthus detonsus"
"Prestoea","schultzeana","PRESSC","Arecaceae","(Burret) H.E. Moore","species","Prestoea schultzeana","Prestoea schultzeana",2738938,"PRESSC-Prestoea schultzeana"
"Protium","amazonicum","PROTAM","Burseraceae","(Cuatrec.) Daly","species","Protium amazonicum","Protium amazonicum",3992544,"PROTAM-Protium amazonicum"
"Protium","aracouchini","PROTAR","Burseraceae","(Aubl.) Marchand","species","Protium aracouchini","Protium aracouchini",7286738,"PROTAR-Protium aracouchini"
"Protium","glabrescens","PROTGL","Burseraceae","Swart","species","Protium glabrescens","Protium glabrescens",3993224,"PROTGL-Protium glabrescens"
"Protium","guianense","PROTGU","Burseraceae","(Aubl.) Marchand","species","Protium guianense","Protium guianense",3993081,"PROTGU-Protium guianense"
"Protium","nodulosum","PROTNO","Burseraceae","Swart","species","Protium nodulosum","Protium nodulosum",3994070,"PROTNO-Protium nodulosum"
"Protium","sagotianum","PROTSA","Burseraceae","Marchand","species","Protium sagotianum","Protium sagotianum",3993226,"PROTSA-Protium sagotianum"
"Protium","trifoliolatum","PROTTR","Burseraceae","Engl. in Mart.","species","Protium trifoliolatum","Protium trifoliolatum",3992925,"PROTTR-Protium trifoliolatum"
"Protium","unifoliolatum","PROTUN","Burseraceae","Engl.","species","Protium unifoliolatum","Protium unifoliolatum",7286772,"PROTUN-Protium unifoliolatum"
"Prunus","debilis","PRUNDE","Rosaceae","Koehne","species","Prunus debilis","Prunus debilis",3022573,"PRUNDE-Prunus debilis"
"Pseudolmedia","laevigata","PSEULA","Moraceae","Tr cul","species","Pseudolmedia laevigata","Pseudolmedia laevigata",3764182,"PSEULA-Pseudolmedia laevigata"
"Pseudolmedia","laevis","PSEULS","Moraceae","(Ruiz & Pav.) J.F. Macbr.","species","Pseudolmedia laevis","Pseudolmedia laevis",3764170,"PSEULS-Pseudolmedia laevis"
"Pseudolmedia","macrophylla","PSEUMA","Moraceae","Tr cul","species","Pseudolmedia macrophylla","Pseudolmedia macrophylla",3764164,"PSEUMA-Pseudolmedia macrophylla"
"Pseudolmedia","rigida","PSEURI","Moraceae","((Klotzsch & H. Karst.) Cuatrec.","species","Pseudolmedia rigida","Pseudolmedia rigida",7262528,"PSEURI-Pseudolmedia rigida"
"Pseudomalmea","diclina","PSEDDI","Annonaceae","(R.E. Fr.) Chatrou","species","Pseudomalmea diclina","Pseudomalmea diclina",3153991,"PSEDDI-Pseudomalmea diclina"
"Pseudopiptadenia","suaveolens","PSEPSU","Fabaceae","(Miq.) J.W. Grimes","species","Pseudopiptadenia suaveolens","Pseudopiptadenia suaveolens",3795236,"PSEPSU-Pseudopiptadenia suaveolens"
"Psychotria","alba","PSYCME","Rubiaceae","Ruiz & Pav.","species","Psychotria alba","Psychotria alba",2923270,"PSYCME-Psychotria alba"
"Psychotria","caerulea","PSYCCA","Rubiaceae","Ruiz & Pav.","species","Psychotria caerulea Ruiz & Pav.","Palicourea caerulea",2920885,"PSYCCA-Psychotria caerulea"
"Psychotria","gracilenta","PSYCBR","Rubiaceae","M ll. Arg.","species","Psychotria gracilenta","Palicourea gracilenta",10232993,"PSYCBR-Psychotria gracilenta"
"Psychotria","hoffmannseggian","PSYCHO","Rubiaceae","(Willd. ex Roem. & Schult.) M ll. Arg.","species","Psychotria hoffmannseggian","Palicourea hoffmannseggiana",8095300,"PSYCHO-Psychotria hoffmannseggian"
"Psychotria","huampamiensis","PSYCHU","Rubiaceae","C.M. Taylor","species","Psychotria huampamiensis","Palicourea huampamiensis",8860949,"PSYCHU-Psychotria huampamiensis"
"Psychotria","microbotrys","PSYCMI","Rubiaceae","Ruiz ex standl.","species","Psychotria microbotrys","Palicourea microbotrys",10392490,"PSYCMI-Psychotria microbotrys"
"Psychotria","ostreophora","PSYCOS","Rubiaceae","(Wernham) C.M. Taylor","species","Psychotria ostreophora","Palicourea ostreophora",11075119,"PSYCOS-Psychotria ostreophora"
"Psychotria","paniculata","PSYCDE","Rubiaceae","(Aubl.) Raeusch.","species","Psychotria paniculata","Palicourea paniculata",7829600,"PSYCDE-Psychotria paniculata"
"Psychotria","poeppigiana","PSYCPO","Rubiaceae","M ll. Arg.","species","Psychotria poeppigiana","Palicourea tomentosa",7866160,"PSYCPO-Psychotria poeppigiana"
"Psychotria","remota","PSYCRE","Rubiaceae","Benth.","species","Psychotria remota","Psychotria remota",2920637,"PSYCRE-Psychotria remota"
"Psychotria","romolerouxiana","PSYCON","Rubiaceae","C.M. Taylor","species","Psychotria romolerouxiana","Psychotria romolerouxiana",2923890,"PSYCON-Psychotria romolerouxiana"
"Psychotria","sacciformis","PSYCBO","Rubiaceae","C.M. Taylor","species","Psychotria sacciformis","Psychotria sacciformis",2923810,"PSYCBO-Psychotria sacciformis"
"Psychotria","stenostachya","PSYCST","Rubiaceae","Standl.","species","Psychotria stenostachya","Palicourea stenostachya",9332072,"PSYCST-Psychotria stenostachya"
"Psychotria","tenuifolia","PSYCRO","Rubiaceae","Sw.","species","Psychotria tenuifolia","Psychotria tenuifolia",2922399,"PSYCRO-Psychotria tenuifolia"
"Psychotria","viridis","PSYCVI","Rubiaceae","Ruiz & Pav.","species","Psychotria viridis","Psychotria viridis",2921300,"PSYCVI-Psychotria viridis"
"Pterocarpus","rohrii","PTERRH","Fabaceae","Vahl","species","Pterocarpus rohrii","Pterocarpus rohrii",5349322,"PTERRH-Pterocarpus rohrii"
"Qualea","paraensis","QUALPA","Vochysiaceae","Ducke","species","Qualea paraensis","Qualea paraensis",4030655,"QUALPA-Qualea paraensis"
"Quararibea","amazonica","QUARAM","Malvaceae","Ulbr.","species","Quararibea amazonica","Quararibea amazonica",4073535,"QUARAM-Quararibea amazonica"
"Quararibea","guianensis","QUARGU","Malvaceae","Aubl.","species","Quararibea guianensis","Quararibea guianensis",4073119,"QUARGU-Quararibea guianensis"
"Quararibea","wittii","QUARWI","Malvaceae","K. Schum. & Ulbr.","species","Quararibea wittii","Quararibea wittii",4073580,"QUARWI-Quararibea wittii"
"Quiina","florida","QUIIFL","Ochnaceae","Tul.","species","Quiina florida","Quiina florida",3986487,"QUIIFL-Quiina florida"
"Quiina","grandifolia","QUIIGO","Ochnaceae","Mildbr.","species","Quiina grandifolia","Quiina grandifolia",3986524,"QUIIGO-Quiina grandifolia"
"Randia","armata","RANDGO","Rubiaceae","(Sw.) DC.","species","Randia armata","Randia armata",5339445,"RANDGO-Randia armata"
"Rauvolfia","praecox","RAUVPR","Apocynaceae","K. Schum. ex Markgr.","species","Rauvolfia praecox","Rauvolfia praecox",7580047,"RAUVPR-Rauvolfia praecox"
"Rhamnidium","elaeocarpum","RHAMEL","Rhamnaceae","Reissek","species","Rhamnidium elaeocarpum","Rhamnidium elaeocarpum",3874704,"RHAMEL-Rhamnidium elaeocarpum"
"Rhodostemonodaphne","juruensis","RHODJU","Lauraceae","(A.C. Sm.) Chanderbali","species","Rhodostemonodaphne juruensis","Rhodostemonodaphne juruensis",4179152,"RHODJU-Rhodostemonodaphne juruensis"
"Rhodostemonodaphne","kunthiana","RHODKU","Lauraceae","(Nees) Rohwer","species","Rhodostemonodaphne kunthiana","Rhodostemonodaphne kunthiana",4179128,"RHODKU-Rhodostemonodaphne kunthiana"
"Rhodostemonodaphne","licanioides","RHODLI","Lauraceae","(A.C. Sm.) Madri  n","species","Rhodostemonodaphne licanioides","Rhodostemonodaphne licanioides",4179082,"RHODLI-Rhodostemonodaphne licanioides"
"Rhodostemonodaphne","sordida","RHODSO","Lauraceae","Madri  n","species","Rhodostemonodaphne sordida","Rhodostemonodaphne sordida",4178784,"RHODSO-Rhodostemonodaphne sordida"
"Richeria","racemosa","RICHRA","Phyllanthaceae","(M ll. Arg.) M ll. Arg.Pax & K. Hoffm.","species","Richeria racemosa","Richeria grandis",7066948,"RICHRA-Richeria racemosa"
"Rinorea","apiculata","RINOAP","Violaceae","Hekking","species","Rinorea apiculata","Bribria apiculata",10967984,"RINOAP-Rinorea apiculata"
"Rinorea","lindeniana","RINOLI","Violaceae","(Tul.) Kuntze","species","Rinorea lindeniana","Rinorea lindeniana",7296368,"RINOLI-Rinorea lindeniana"
"Rinorea","viridifolia","RINOVI","Violaceae","Rusby","species","Rinorea viridifolia","Rinorea viridifolia",4076980,"RINOVI-Rinorea viridifolia"
"Roupala","montana","ROUPMO","Proteaceae","Aubl.","species","Roupala montana","Roupala montana",7831077,"ROUPMO-Roupala montana"
"Ruagea","insignis","RUAGIN","Meliaceae","(C. DC.) T.D. Penn.","species","Ruagea insignis","Ruagea insignis",3851374,"RUAGIN-Ruagea insignis"
"Rudgea","bracteata","RUDGBR","Rubiaceae","J.H. Kirkbr.","species","Rudgea bracteata","Rudgea bracteata",2910863,"RUDGBR-Rudgea bracteata"
"Rudgea","japurensis","RUDGJA","Rubiaceae","M ll. Arg.","species","Rudgea japurensis","Rudgea panurensis",2910777,"RUDGJA-Rudgea japurensis"
"Ruizodendron","ovale","RUIZOV","Annonaceae","(Ruiz & Pav.) R.E. Fr.","species","Ruizodendron ovale","Ruizodendron ovale",3154066,"RUIZOV-Ruizodendron ovale"
"Ryania","speciosa","RYANSP","Salicaceae","Vahl","species","Ryania speciosa","Ryania speciosa",7342747,"RYANSP-Ryania speciosa"
"Sagotia","racemosa","SAGORA","Euphorbiaceae","Baill.","species","Sagotia racemosa","Sagotia racemosa",5377870,"SAGORA-Sagotia racemosa"
"Salacia","macrantha","SALAMA","Celastraceae","A.C. Sm.","species","Salacia macrantha","Salacia macrantha",5580333,"SALAMA-Salacia macrantha"
"Sanchezia","longiflora","SANCLO","Acanthaceae","(Hook.) Hook. f. ex Planch.","species","Sanchezia longiflora","Sanchezia longiflora",3778953,"SANCLO-Sanchezia longiflora"
